Reporter,Partner,ExportRP
Malta,Saint Lucia,0.0
Mauritius,Saint Lucia,0.0
Mexico,Saint Lucia,27057.9527
Mongolia,Saint Lucia,0.0
Moldova,Saint Lucia,0.0
Morocco,Saint Lucia,0.0
Mozambique,Saint Lucia,0.0
Oman,Saint Lucia,0.0
Namibia,Saint Lucia,0.0
Nepal,Saint Lucia,0.0
Netherlands,Saint Lucia,2200.6468
New Zealand,Saint Lucia,0.0
Nicaragua,Saint Lucia,0.0
Nigeria,Saint Lucia,0.0
Norway,Saint Lucia,0.0
Pakistan,Saint Lucia,0.0
Panama,Saint Lucia,5901.7346
Paraguay,Saint Lucia,0.0
Peru,Saint Lucia,0.0
Philippines,Saint Lucia,0.0
Poland,Saint Lucia,0.0
Portugal,Saint Lucia,0.0
Qatar,Saint Lucia,0.0
Romania,Saint Lucia,0.0
Russian Federation,Saint Lucia,0.0
Saudi Arabia,Saint Lucia,0.0
Senegal,Saint Lucia,0.0
Singapore,Saint Lucia,23907.0266
Slovak Republic,Saint Lucia,0.0
Viet Nam,Saint Lucia,0.0
Slovenia,Saint Lucia,0.0
South Africa,Saint Lucia,0.0
Zimbabwe,Saint Lucia,0.0
Spain,Saint Lucia,0.0
Sudan,Saint Lucia,0.0
Sweden,Saint Lucia,0.0
Switzerland,Saint Lucia,0.0
Thailand,Saint Lucia,0.0
Trinidad and Tobago,Saint Lucia,2050.6027000000004
United Arab Emirates,Saint Lucia,50.014700000000005
Tunisia,Saint Lucia,0.0
Turkey,Saint Lucia,0.0
Uganda,Saint Lucia,0.0
Ukraine,Saint Lucia,0.0
North Macedonia,Saint Lucia,0.0
Egypt,Saint Lucia,0.0
United Kingdom,Saint Lucia,101079.7087
Tanzania,Saint Lucia,0.0
USA,Saint Lucia,161847.5692
Uruguay,Saint Lucia,0.0
Uzbekistan,Saint Lucia,0.0
Venezuela,Saint Lucia,0.0
Serbia,Saint Lucia,0.0
Zambia,Saint Lucia,0.0
,Saint Lucia,2050.6027000000004
,Saint Lucia,500147.0
Afghanistan,Saint Vincent and the Grenadines,0.0
Albania,Saint Vincent and the Grenadines,0.0
Algeria,Saint Vincent and the Grenadines,0.0
Angola,Saint Vincent and the Grenadines,0.0
Azerbaijan,Saint Vincent and the Grenadines,0.0
Argentina,Saint Vincent and the Grenadines,381.4095
Australia,Saint Vincent and the Grenadines,0.0
Austria,Saint Vincent and the Grenadines,0.0
Bahrain,Saint Vincent and the Grenadines,0.0
Bangladesh,Saint Vincent and the Grenadines,0.0
Armenia,Saint Vincent and the Grenadines,0.0
Belgium,Saint Vincent and the Grenadines,0.0
Bolivia,Saint Vincent and the Grenadines,0.0
Bosnia & Herzegovina,Saint Vincent and the Grenadines,0.0
Botswana,Saint Vincent and the Grenadines,0.0
Brazil,Saint Vincent and the Grenadines,915.3828
Brunei Darussalam,Saint Vincent and the Grenadines,0.0
Bulgaria,Saint Vincent and the Grenadines,0.0
Myanmar,Saint Vincent and the Grenadines,0.0
Belarus,Saint Vincent and the Grenadines,0.0
Cambodia,Saint Vincent and the Grenadines,0.0
Cameroon,Saint Vincent and the Grenadines,0.0
Canada,Saint Vincent and the Grenadines,1983.3293999999999
Sri Lanka,Saint Vincent and the Grenadines,0.0
Chile,Saint Vincent and the Grenadines,0.0
China,Saint Vincent and the Grenadines,182313.74099999998
Taipei,Saint Vincent and the Grenadines,228.8457
Colombia,Saint Vincent and the Grenadines,152.56380000000001
Congo (DRC),Saint Vincent and the Grenadines,0.0
Costa Rica,Saint Vincent and the Grenadines,305.12760000000003
Croatia,Saint Vincent and the Grenadines,0.0
Cuba,Saint Vincent and the Grenadines,0.0
Cyprus,Saint Vincent and the Grenadines,0.0
Czech Republic,Saint Vincent and the Grenadines,0.0
Denmark,Saint Vincent and the Grenadines,0.0
Dominican Republic,Saint Vincent and the Grenadines,0.0
Ecuador,Saint Vincent and the Grenadines,0.0
El Salvador,Saint Vincent and the Grenadines,0.0
Ethiopia,Saint Vincent and the Grenadines,0.0
Estonia,Saint Vincent and the Grenadines,152.56380000000001
Finland,Saint Vincent and the Grenadines,0.0
France,Saint Vincent and the Grenadines,0.0
Georgia,Saint Vincent and the Grenadines,0.0
Germany,Saint Vincent and the Grenadines,34631.9826
Ghana,Saint Vincent and the Grenadines,0.0
Greece,Saint Vincent and the Grenadines,0.0
Guatemala,Saint Vincent and the Grenadines,0.0
Honduras,Saint Vincent and the Grenadines,0.0
Hong Kong,Saint Vincent and the Grenadines,1449.3561
Hungary,Saint Vincent and the Grenadines,0.0
Iceland,Saint Vincent and the Grenadines,0.0
India,Saint Vincent and the Grenadines,152.56380000000001
Indonesia,Saint Vincent and the Grenadines,0.0
Iran,Saint Vincent and the Grenadines,0.0
Ireland,Saint Vincent and the Grenadines,0.0
Israel,Saint Vincent and the Grenadines,0.0
Italy,Saint Vincent and the Grenadines,12586.513500000001
Côte d'Ivoire,Saint Vincent and the Grenadines,0.0
Japan,Saint Vincent and the Grenadines,76.28190000000001
Kazakhstan,Saint Vincent and the Grenadines,0.0
Jordan,Saint Vincent and the Grenadines,0.0
Kenya,Saint Vincent and the Grenadines,0.0
Korea,Saint Vincent and the Grenadines,0.0
Kuwait,Saint Vincent and the Grenadines,0.0
Kyrgyz Republic,Saint Vincent and the Grenadines,0.0
Lao PDR,Saint Vincent and the Grenadines,0.0
Lebanese Republic,Saint Vincent and the Grenadines,0.0
Latvia,Saint Vincent and the Grenadines,0.0
Libya,Saint Vincent and the Grenadines,0.0
Lithuania,Saint Vincent and the Grenadines,0.0
Luxembourg,Saint Vincent and the Grenadines,0.0
Macao,Saint Vincent and the Grenadines,0.0
Malaysia,Saint Vincent and the Grenadines,381.4095
Mali,Saint Vincent and the Grenadines,0.0
Malta,Saint Vincent and the Grenadines,0.0
Mauritius,Saint Vincent and the Grenadines,0.0
Mexico,Saint Vincent and the Grenadines,18460.2198
Mongolia,Saint Vincent and the Grenadines,0.0
Moldova,Saint Vincent and the Grenadines,0.0
Morocco,Saint Vincent and the Grenadines,0.0
Mozambique,Saint Vincent and the Grenadines,0.0
Oman,Saint Vincent and the Grenadines,0.0
Namibia,Saint Vincent and the Grenadines,0.0
Nepal,Saint Vincent and the Grenadines,0.0
Netherlands,Saint Vincent and the Grenadines,0.0
New Zealand,Saint Vincent and the Grenadines,0.0
Nicaragua,Saint Vincent and the Grenadines,0.0
Nigeria,Saint Vincent and the Grenadines,0.0
Norway,Saint Vincent and the Grenadines,0.0
Pakistan,Saint Vincent and the Grenadines,0.0
Panama,Saint Vincent and the Grenadines,915.3828
Paraguay,Saint Vincent and the Grenadines,0.0
Peru,Saint Vincent and the Grenadines,0.0
Philippines,Saint Vincent and the Grenadines,0.0
Poland,Saint Vincent and the Grenadines,533.9733
Portugal,Saint Vincent and the Grenadines,0.0
Qatar,Saint Vincent and the Grenadines,0.0
Romania,Saint Vincent and the Grenadines,0.0
Russian Federation,Saint Vincent and the Grenadines,0.0
Saudi Arabia,Saint Vincent and the Grenadines,0.0
Senegal,Saint Vincent and the Grenadines,0.0
Singapore,Saint Vincent and the Grenadines,0.0
Slovak Republic,Saint Vincent and the Grenadines,0.0
Viet Nam,Saint Vincent and the Grenadines,0.0
Slovenia,Saint Vincent and the Grenadines,0.0
South Africa,Saint Vincent and the Grenadines,0.0
Zimbabwe,Saint Vincent and the Grenadines,0.0
Spain,Saint Vincent and the Grenadines,228.8457
Sudan,Saint Vincent and the Grenadines,0.0
Sweden,Saint Vincent and the Grenadines,228.8457
Switzerland,Saint Vincent and the Grenadines,0.0
Thailand,Saint Vincent and the Grenadines,0.0
Trinidad and Tobago,Saint Vincent and the Grenadines,17697.4008
United Arab Emirates,Saint Vincent and the Grenadines,0.0
Tunisia,Saint Vincent and the Grenadines,0.0
Turkey,Saint Vincent and the Grenadines,76.28190000000001
Uganda,Saint Vincent and the Grenadines,0.0
Ukraine,Saint Vincent and the Grenadines,0.0
North Macedonia,Saint Vincent and the Grenadines,0.0
Egypt,Saint Vincent and the Grenadines,0.0
United Kingdom,Saint Vincent and the Grenadines,6255.1158000000005
Tanzania,Saint Vincent and the Grenadines,0.0
USA,Saint Vincent and the Grenadines,474931.1094
Uruguay,Saint Vincent and the Grenadines,0.0
Uzbekistan,Saint Vincent and the Grenadines,0.0
Venezuela,Saint Vincent and the Grenadines,0.0
Serbia,Saint Vincent and the Grenadines,0.0
Zambia,Saint Vincent and the Grenadines,0.0
,Saint Vincent and the Grenadines,7857.0357
,Saint Vincent and the Grenadines,762819.0
Afghanistan,Sao Tomé and Principe,0.0
Albania,Sao Tomé and Principe,0.0
Algeria,Sao Tomé and Principe,0.0
Angola,Sao Tomé and Principe,58.215
Azerbaijan,Sao Tomé and Principe,0.0
Argentina,Sao Tomé and Principe,0.0
Australia,Sao Tomé and Principe,0.0
Austria,Sao Tomé and Principe,0.0
Bahrain,Sao Tomé and Principe,0.0
Bangladesh,Sao Tomé and Principe,0.0
Armenia,Sao Tomé and Principe,0.0
Belgium,Sao Tomé and Principe,0.0
Bolivia,Sao Tomé and Principe,0.0
Bosnia & Herzegovina,Sao Tomé and Principe,0.0
Botswana,Sao Tomé and Principe,0.0
Brazil,Sao Tomé and Principe,0.0
Brunei Darussalam,Sao Tomé and Principe,0.0
Bulgaria,Sao Tomé and Principe,0.0
Myanmar,Sao Tomé and Principe,0.0
Belarus,Sao Tomé and Principe,0.0
Cambodia,Sao Tomé and Principe,0.0
Cameroon,Sao Tomé and Principe,0.0
Canada,Sao Tomé and Principe,0.0
Sri Lanka,Sao Tomé and Principe,0.0
Chile,Sao Tomé and Principe,0.0
China,Sao Tomé and Principe,791.7239999999999
Taipei,Sao Tomé and Principe,0.0
Colombia,Sao Tomé and Principe,0.0
Congo (DRC),Sao Tomé and Principe,0.0
Costa Rica,Sao Tomé and Principe,0.0
Croatia,Sao Tomé and Principe,0.0
Cuba,Sao Tomé and Principe,0.0
Cyprus,Sao Tomé and Principe,0.0
Czech Republic,Sao Tomé and Principe,0.0
Denmark,Sao Tomé and Principe,0.0
Dominican Republic,Sao Tomé and Principe,0.0
Ecuador,Sao Tomé and Principe,0.0
El Salvador,Sao Tomé and Principe,0.0
Ethiopia,Sao Tomé and Principe,0.0
Estonia,Sao Tomé and Principe,0.0
Finland,Sao Tomé and Principe,0.0
France,Sao Tomé and Principe,0.0
Georgia,Sao Tomé and Principe,0.0
Germany,Sao Tomé and Principe,0.0
Ghana,Sao Tomé and Principe,0.0
Greece,Sao Tomé and Principe,0.0
Guatemala,Sao Tomé and Principe,0.0
Honduras,Sao Tomé and Principe,0.0
Hong Kong,Sao Tomé and Principe,0.0
Hungary,Sao Tomé and Principe,0.0
Iceland,Sao Tomé and Principe,0.0
India,Sao Tomé and Principe,0.0
Indonesia,Sao Tomé and Principe,0.0
Iran,Sao Tomé and Principe,0.0
Ireland,Sao Tomé and Principe,0.0
Israel,Sao Tomé and Principe,0.0
Italy,Sao Tomé and Principe,0.0
Côte d'Ivoire,Sao Tomé and Principe,0.0
Japan,Sao Tomé and Principe,0.0
Kazakhstan,Sao Tomé and Principe,0.0
Jordan,Sao Tomé and Principe,0.0
Kenya,Sao Tomé and Principe,0.0
Korea,Sao Tomé and Principe,0.0
Kuwait,Sao Tomé and Principe,0.0
Kyrgyz Republic,Sao Tomé and Principe,0.0
Lao PDR,Sao Tomé and Principe,0.0
Lebanese Republic,Sao Tomé and Principe,0.0
Latvia,Sao Tomé and Principe,0.0
Libya,Sao Tomé and Principe,0.0
Lithuania,Sao Tomé and Principe,0.0
Luxembourg,Sao Tomé and Principe,0.0
Macao,Sao Tomé and Principe,0.0
Malaysia,Sao Tomé and Principe,0.0
Mali,Sao Tomé and Principe,0.0
Malta,Sao Tomé and Principe,0.0
Mauritius,Sao Tomé and Principe,0.0
Mexico,Sao Tomé and Principe,0.0
Mongolia,Sao Tomé and Principe,0.0
Moldova,Sao Tomé and Principe,0.0
Morocco,Sao Tomé and Principe,0.0
Mozambique,Sao Tomé and Principe,0.0
Oman,Sao Tomé and Principe,0.0
Namibia,Sao Tomé and Principe,0.0
Nepal,Sao Tomé and Principe,0.0
Netherlands,Sao Tomé and Principe,0.0
New Zealand,Sao Tomé and Principe,0.0
Nicaragua,Sao Tomé and Principe,0.0
Nigeria,Sao Tomé and Principe,0.0
Norway,Sao Tomé and Principe,0.0
Pakistan,Sao Tomé and Principe,0.0
Panama,Sao Tomé and Principe,0.0
Paraguay,Sao Tomé and Principe,0.0
Peru,Sao Tomé and Principe,0.0
Philippines,Sao Tomé and Principe,0.0
Poland,Sao Tomé and Principe,0.0
Portugal,Sao Tomé and Principe,114776.694
Qatar,Sao Tomé and Principe,0.0
Romania,Sao Tomé and Principe,0.0
Russian Federation,Sao Tomé and Principe,0.0
Saudi Arabia,Sao Tomé and Principe,0.0
Senegal,Sao Tomé and Principe,0.0
Singapore,Sao Tomé and Principe,0.0
Slovak Republic,Sao Tomé and Principe,0.0
Viet Nam,Sao Tomé and Principe,0.0
Slovenia,Sao Tomé and Principe,0.0
South Africa,Sao Tomé and Principe,0.0
Zimbabwe,Sao Tomé and Principe,0.0
Spain,Sao Tomé and Principe,0.0
Sudan,Sao Tomé and Principe,0.0
Sweden,Sao Tomé and Principe,0.0
Switzerland,Sao Tomé and Principe,0.0
Thailand,Sao Tomé and Principe,0.0
Trinidad and Tobago,Sao Tomé and Principe,0.0
United Arab Emirates,Sao Tomé and Principe,0.0
Tunisia,Sao Tomé and Principe,0.0
Turkey,Sao Tomé and Principe,0.0
Uganda,Sao Tomé and Principe,0.0
Ukraine,Sao Tomé and Principe,0.0
North Macedonia,Sao Tomé and Principe,0.0
Egypt,Sao Tomé and Principe,0.0
United Kingdom,Sao Tomé and Principe,0.0
Tanzania,Sao Tomé and Principe,0.0
USA,Sao Tomé and Principe,803.367
Uruguay,Sao Tomé and Principe,0.0
Uzbekistan,Sao Tomé and Principe,0.0
Venezuela,Sao Tomé and Principe,0.0
Serbia,Sao Tomé and Principe,0.0
Zambia,Sao Tomé and Principe,0.0
,Sao Tomé and Principe,0.0
,Sao Tomé and Principe,116430.0
Afghanistan,Saudi Arabia,0.0
Albania,Saudi Arabia,0.0
Algeria,Saudi Arabia,0.0
Angola,Saudi Arabia,0.0
Azerbaijan,Saudi Arabia,0.0
Argentina,Saudi Arabia,0.0
Australia,Saudi Arabia,814965.184
Austria,Saudi Arabia,9041020.01
Bahrain,Saudi Arabia,254676.62
Bangladesh,Saudi Arabia,0.0
Armenia,Saudi Arabia,0.0
Belgium,Saudi Arabia,280144.282
Bolivia,Saudi Arabia,0.0
Bosnia & Herzegovina,Saudi Arabia,0.0
Botswana,Saudi Arabia,0.0
Brazil,Saudi Arabia,229208.95799999998
Brunei Darussalam,Saudi Arabia,0.0
Bulgaria,Saudi Arabia,152805.97199999998
Myanmar,Saudi Arabia,0.0
Belarus,Saudi Arabia,0.0
Cambodia,Saudi Arabia,0.0
Cameroon,Saudi Arabia,0.0
Canada,Saudi Arabia,509353.24
Sri Lanka,Saudi Arabia,0.0
Chile,Saudi Arabia,0.0
China,Saudi Arabia,95580135.486
Taipei,Saudi Arabia,2623169.186
Colombia,Saudi Arabia,0.0
Congo (DRC),Saudi Arabia,0.0
Costa Rica,Saudi Arabia,407482.592
Croatia,Saudi Arabia,50935.324
Cuba,Saudi Arabia,0.0
Cyprus,Saudi Arabia,0.0
Czech Republic,Saudi Arabia,76402.98599999999
Denmark,Saudi Arabia,585756.226
Dominican Republic,Saudi Arabia,0.0
Ecuador,Saudi Arabia,0.0
El Salvador,Saudi Arabia,0.0
Ethiopia,Saudi Arabia,0.0
Estonia,Saudi Arabia,50935.324
Finland,Saudi Arabia,585756.226
France,Saudi Arabia,4125761.244
Georgia,Saudi Arabia,50935.324
Germany,Saudi Arabia,11129368.294000002
Ghana,Saudi Arabia,0.0
Greece,Saudi Arabia,382014.93
Guatemala,Saudi Arabia,0.0
Honduras,Saudi Arabia,0.0
Hong Kong,Saudi Arabia,1400721.41
Hungary,Saudi Arabia,764029.86
Iceland,Saudi Arabia,0.0
India,Saudi Arabia,6468786.148
Indonesia,Saudi Arabia,254676.62
Iran,Saudi Arabia,0.0
Ireland,Saudi Arabia,611223.8879999999
Israel,Saudi Arabia,0.0
Italy,Saudi Arabia,2597701.524
Côte d'Ivoire,Saudi Arabia,0.0
Japan,Saudi Arabia,2368492.5659999996
Kazakhstan,Saudi Arabia,0.0
Jordan,Saudi Arabia,50935.324
Kenya,Saudi Arabia,0.0
Korea,Saudi Arabia,1910074.65
Kuwait,Saudi Arabia,25467.662
Kyrgyz Republic,Saudi Arabia,0.0
Lao PDR,Saudi Arabia,0.0
Lebanese Republic,Saudi Arabia,0.0
Latvia,Saudi Arabia,0.0
Libya,Saudi Arabia,0.0
Lithuania,Saudi Arabia,2266621.918
Luxembourg,Saudi Arabia,0.0
Macao,Saudi Arabia,0.0
Malaysia,Saudi Arabia,5246338.372
Mali,Saudi Arabia,0.0
Malta,Saudi Arabia,0.0
Mauritius,Saudi Arabia,0.0
Mexico,Saudi Arabia,2241154.256
Mongolia,Saudi Arabia,0.0
Moldova,Saudi Arabia,0.0
Morocco,Saudi Arabia,25467.662
Mozambique,Saudi Arabia,0.0
Oman,Saudi Arabia,0.0
Namibia,Saudi Arabia,0.0
Nepal,Saudi Arabia,0.0
Netherlands,Saudi Arabia,789497.522
New Zealand,Saudi Arabia,76402.98599999999
Nicaragua,Saudi Arabia,0.0
Nigeria,Saudi Arabia,0.0
Norway,Saudi Arabia,331079.60599999997
Pakistan,Saudi Arabia,0.0
Panama,Saudi Arabia,0.0
Paraguay,Saudi Arabia,0.0
Peru,Saudi Arabia,0.0
Philippines,Saudi Arabia,1069641.804
Poland,Saudi Arabia,22309671.912
Portugal,Saudi Arabia,20908950.502
Qatar,Saudi Arabia,0.0
Romania,Saudi Arabia,458417.91599999997
Russian Federation,Saudi Arabia,25467.662
Senegal,Saudi Arabia,0.0
Singapore,Saudi Arabia,20628806.22
Slovak Republic,Saudi Arabia,50935.324
Viet Nam,Saudi Arabia,4991661.751999999
Slovenia,Saudi Arabia,0.0
South Africa,Saudi Arabia,25467.662
Zimbabwe,Saudi Arabia,0.0
Spain,Saudi Arabia,3947487.61
Sudan,Saudi Arabia,0.0
Sweden,Saudi Arabia,407482.592
Switzerland,Saudi Arabia,687626.8740000001
Thailand,Saudi Arabia,662159.2119999999
Trinidad and Tobago,Saudi Arabia,0.0
United Arab Emirates,Saudi Arabia,1884606.9880000001
Tunisia,Saudi Arabia,0.0
Turkey,Saudi Arabia,891368.17
Uganda,Saudi Arabia,0.0
Ukraine,Saudi Arabia,0.0
North Macedonia,Saudi Arabia,0.0
Egypt,Saudi Arabia,50935.324
United Kingdom,Saudi Arabia,4100293.582
Tanzania,Saudi Arabia,0.0
USA,Saudi Arabia,16910527.568
Uruguay,Saudi Arabia,0.0
Uzbekistan,Saudi Arabia,0.0
Venezuela,Saudi Arabia,0.0
Serbia,Saudi Arabia,0.0
Zambia,Saudi Arabia,0.0
,Saudi Arabia,127338.31
,Saudi Arabia,254676620.0
Afghanistan,Senegal,0.0
Albania,Senegal,0.0
Algeria,Senegal,0.0
Angola,Senegal,0.0
Azerbaijan,Senegal,0.0
Argentina,Senegal,0.0
Australia,Senegal,98368.46340000001
Austria,Senegal,11572.7604
Bahrain,Senegal,0.0
Bangladesh,Senegal,0.0
Armenia,Senegal,0.0
Belgium,Senegal,1963511.6812
Bolivia,Senegal,0.0
Bosnia & Herzegovina,Senegal,0.0
Botswana,Senegal,0.0
Brazil,Senegal,1928.7934
Brunei Darussalam,Senegal,7715.1736
Bulgaria,Senegal,0.0
Myanmar,Senegal,0.0
Belarus,Senegal,0.0
Cambodia,Senegal,0.0
Cameroon,Senegal,0.0
Canada,Senegal,46291.0416
Sri Lanka,Senegal,0.0
Chile,Senegal,0.0
China,Senegal,9728833.909599999
Taipei,Senegal,9643.967
Colombia,Senegal,0.0
Congo (DRC),Senegal,0.0
Costa Rica,Senegal,1928.7934
Croatia,Senegal,0.0
Cuba,Senegal,0.0
Cyprus,Senegal,0.0
Czech Republic,Senegal,1928.7934
Denmark,Senegal,345254.0186
Dominican Republic,Senegal,0.0
Ecuador,Senegal,0.0
El Salvador,Senegal,0.0
Ethiopia,Senegal,0.0
Estonia,Senegal,1928.7934
Finland,Senegal,158161.0588
France,Senegal,1292291.578
Georgia,Senegal,0.0
Germany,Senegal,1012616.5349999999
Ghana,Senegal,5786.3802
Greece,Senegal,0.0
Guatemala,Senegal,0.0
Honduras,Senegal,0.0
Hong Kong,Senegal,584424.4002
Hungary,Senegal,0.0
Iceland,Senegal,0.0
India,Senegal,185164.1664
Indonesia,Senegal,0.0
Iran,Senegal,0.0
Ireland,Senegal,1928.7934
Israel,Senegal,0.0
Italy,Senegal,788876.5006
Côte d'Ivoire,Senegal,17359.1406
Japan,Senegal,526560.5982
Kazakhstan,Senegal,0.0
Jordan,Senegal,0.0
Kenya,Senegal,111870.01719999999
Korea,Senegal,7715.1736
Kuwait,Senegal,0.0
Kyrgyz Republic,Senegal,0.0
Lao PDR,Senegal,0.0
Lebanese Republic,Senegal,3857.5868
Latvia,Senegal,0.0
Libya,Senegal,0.0
Lithuania,Senegal,1928.7934
Luxembourg,Senegal,0.0
Macao,Senegal,0.0
Malaysia,Senegal,52077.421800000004
Mali,Senegal,0.0
Malta,Senegal,0.0
Mauritius,Senegal,0.0
Mexico,Senegal,0.0
Mongolia,Senegal,0.0
Moldova,Senegal,0.0
Morocco,Senegal,312464.5308
Mozambique,Senegal,0.0
Oman,Senegal,0.0
Namibia,Senegal,0.0
Nepal,Senegal,0.0
Netherlands,Senegal,75222.9426
New Zealand,Senegal,0.0
Nicaragua,Senegal,0.0
Nigeria,Senegal,0.0
Norway,Senegal,0.0
Pakistan,Senegal,13501.5538
Panama,Senegal,0.0
Paraguay,Senegal,0.0
Peru,Senegal,0.0
Philippines,Senegal,0.0
Poland,Senegal,21216.7274
Portugal,Senegal,5786.3802
Qatar,Senegal,0.0
Romania,Senegal,0.0
Russian Federation,Senegal,0.0
Saudi Arabia,Senegal,36647.0746
Singapore,Senegal,1928.7934
Slovak Republic,Senegal,0.0
Viet Nam,Senegal,32789.487799999995
Slovenia,Senegal,0.0
South Africa,Senegal,86795.703
Zimbabwe,Senegal,0.0
Spain,Senegal,148517.0918
Sudan,Senegal,0.0
Sweden,Senegal,19287.934
Switzerland,Senegal,55935.008599999994
Thailand,Senegal,21216.7274
Trinidad and Tobago,Senegal,0.0
United Arab Emirates,Senegal,229526.41460000002
Tunisia,Senegal,5786.3802
Turkey,Senegal,908461.6914
Uganda,Senegal,0.0
Ukraine,Senegal,0.0
North Macedonia,Senegal,0.0
Egypt,Senegal,9643.967
United Kingdom,Senegal,27003.1076
Tanzania,Senegal,169733.8192
USA,Senegal,129229.1578
Uruguay,Senegal,0.0
Uzbekistan,Senegal,0.0
Venezuela,Senegal,0.0
Serbia,Senegal,0.0
Zambia,Senegal,0.0
,Senegal,9643.967
,Senegal,19287934.0
Afghanistan,Seychelles,0.0
Albania,Seychelles,0.0
Algeria,Seychelles,0.0
Angola,Seychelles,0.0
Azerbaijan,Seychelles,0.0
Argentina,Seychelles,0.0
Australia,Seychelles,856.9212
Austria,Seychelles,0.0
Bahrain,Seychelles,0.0
Bangladesh,Seychelles,0.0
Armenia,Seychelles,0.0
Belgium,Seychelles,4070.3757
Bolivia,Seychelles,0.0
Bosnia & Herzegovina,Seychelles,0.0
Botswana,Seychelles,0.0
Brazil,Seychelles,0.0
Brunei Darussalam,Seychelles,0.0
Bulgaria,Seychelles,0.0
Myanmar,Seychelles,0.0
Belarus,Seychelles,0.0
Cambodia,Seychelles,0.0
Cameroon,Seychelles,0.0
Canada,Seychelles,428.4606
Sri Lanka,Seychelles,0.0
Chile,Seychelles,0.0
China,Seychelles,887984.5935
Taipei,Seychelles,214.2303
Colombia,Seychelles,0.0
Congo (DRC),Seychelles,0.0
Costa Rica,Seychelles,0.0
Croatia,Seychelles,214.2303
Cuba,Seychelles,0.0
Cyprus,Seychelles,0.0
Czech Republic,Seychelles,642.6908999999999
Denmark,Seychelles,0.0
Dominican Republic,Seychelles,0.0
Ecuador,Seychelles,0.0
El Salvador,Seychelles,0.0
Ethiopia,Seychelles,0.0
Estonia,Seychelles,0.0
Finland,Seychelles,0.0
France,Seychelles,115041.67109999999
Georgia,Seychelles,0.0
Germany,Seychelles,213373.37879999998
Ghana,Seychelles,0.0
Greece,Seychelles,0.0
Guatemala,Seychelles,0.0
Honduras,Seychelles,0.0
Hong Kong,Seychelles,2784.9939
Hungary,Seychelles,0.0
Iceland,Seychelles,0.0
India,Seychelles,47773.3569
Indonesia,Seychelles,0.0
Iran,Seychelles,0.0
Ireland,Seychelles,22922.642099999997
Israel,Seychelles,0.0
Italy,Seychelles,4070.3757
Côte d'Ivoire,Seychelles,0.0
Japan,Seychelles,3641.9150999999997
Kazakhstan,Seychelles,0.0
Jordan,Seychelles,0.0
Kenya,Seychelles,37918.763100000004
Korea,Seychelles,214.2303
Kuwait,Seychelles,0.0
Kyrgyz Republic,Seychelles,0.0
Lao PDR,Seychelles,0.0
Lebanese Republic,Seychelles,0.0
Latvia,Seychelles,0.0
Libya,Seychelles,0.0
Lithuania,Seychelles,0.0
Luxembourg,Seychelles,0.0
Macao,Seychelles,0.0
Malaysia,Seychelles,0.0
Mali,Seychelles,0.0
Malta,Seychelles,0.0
Mauritius,Seychelles,152960.43420000002
Mexico,Seychelles,0.0
Mongolia,Seychelles,0.0
Moldova,Seychelles,0.0
Morocco,Seychelles,0.0
Mozambique,Seychelles,0.0
Oman,Seychelles,0.0
Namibia,Seychelles,0.0
Nepal,Seychelles,0.0
Netherlands,Seychelles,1499.6121
New Zealand,Seychelles,0.0
Nicaragua,Seychelles,0.0
Nigeria,Seychelles,0.0
Norway,Seychelles,0.0
Pakistan,Seychelles,0.0
Panama,Seychelles,0.0
Paraguay,Seychelles,0.0
Peru,Seychelles,0.0
Philippines,Seychelles,0.0
Poland,Seychelles,2784.9939
Portugal,Seychelles,0.0
Qatar,Seychelles,0.0
Romania,Seychelles,0.0
Russian Federation,Seychelles,0.0
Saudi Arabia,Seychelles,0.0
Senegal,Seychelles,0.0
Singapore,Seychelles,19494.957300000002
Slovak Republic,Seychelles,0.0
Viet Nam,Seychelles,0.0
Slovenia,Seychelles,0.0
South Africa,Seychelles,106258.2288
Zimbabwe,Seychelles,0.0
Spain,Seychelles,329700.4317
Sudan,Seychelles,0.0
Sweden,Seychelles,0.0
Switzerland,Seychelles,3213.4545000000003
Thailand,Seychelles,4070.3757
Trinidad and Tobago,Seychelles,0.0
United Arab Emirates,Seychelles,71124.4596
Tunisia,Seychelles,0.0
Turkey,Seychelles,1713.8424
Uganda,Seychelles,0.0
Ukraine,Seychelles,0.0
North Macedonia,Seychelles,0.0
Egypt,Seychelles,0.0
United Kingdom,Seychelles,93404.4108
Tanzania,Seychelles,0.0
USA,Seychelles,11996.8968
Uruguay,Seychelles,0.0
Uzbekistan,Seychelles,0.0
Venezuela,Seychelles,0.0
Serbia,Seychelles,0.0
Zambia,Seychelles,0.0
,Seychelles,1928.0727
,Seychelles,2142303.0
Afghanistan,Sierra Leone,0.0
Albania,Sierra Leone,0.0
Algeria,Sierra Leone,0.0
Angola,Sierra Leone,0.0
Azerbaijan,Sierra Leone,0.0
Argentina,Sierra Leone,0.0
Australia,Sierra Leone,3060.4903
Austria,Sierra Leone,0.0
Bahrain,Sierra Leone,0.0
Bangladesh,Sierra Leone,0.0
Armenia,Sierra Leone,0.0
Belgium,Sierra Leone,874.4258000000001
Bolivia,Sierra Leone,0.0
Bosnia & Herzegovina,Sierra Leone,0.0
Botswana,Sierra Leone,0.0
